"Date","Spotify Followers","Spotify Streams","Spotify Listeners","TikTok Followers","TikTok Likes","Youtube Subscribers","Youtube Views","Instagram Followers","Instagram Likes","Airplay Spins","Shazams","Facebook Followers","SoundCloud Followers","SoundCloud Plays","Deezer Followers"
"2025-08-20","210875","N/A","1312263","511100","N/A","500","N/A","713229","N/A","N/A","N/A","N/A","524","N/A","N/A"
"2025-08-21","211864","N/A","1323509","523400","18438","400","N/A","728005","24693","N/A","N/A","N/A","525","N/A","N/A"
"2025-08-22","212884","N/A","1337789","523400","N/A","600","N/A","732719","16864","N/A","N/A","N/A","529","N/A","N/A"
"2025-08-23","214095","N/A","1360419","523400","N/A","700","N/A","738352","16849","N/A","N/A","N/A","529","N/A","N/A"
"2025-08-24","215562","N/A","1379955","523400","N/A","600","N/A","742769","15945","N/A","N/A","N/A","533","N/A","N/A"
"2025-08-25","7970","2301024","1379955","15015","17832","3400","501601","29035","72203","71","0","61370","10","N/A","135"
"2025-08-25","216715","N/A","1394044","523400","N/A","400","N/A","746554","14176","N/A","N/A","N/A","533","N/A","N/A"
"2025-08-27","218447","N/A","1410081","523400","N/A","1400","N/A","754885","22192","N/A","N/A","N/A","539","N/A","N/A"
"2025-08-28","221232","N/A","1429395","545200","16322","1000","N/A","767877","34698","N/A","N/A","N/A","542","N/A","N/A"
"2025-08-29","223979","N/A","1450371","545200","N/A","300","N/A","772677","13936","N/A","N/A","N/A","546","N/A","N/A"
"2025-08-30","226133","N/A","1473704","545200","N/A","1000","N/A","783946","30449","N/A","N/A","N/A","547","N/A","N/A"
"2025-08-31","227865","N/A","1496638","545200","N/A","600","N/A","784790","2517","N/A","N/A","N/A","548","N/A","N/A"
"2025-09-01","12038","2687729","1496638","21335","35067","4900","595140","45594","147930","61","0","116729","16","N/A","187"
"2025-09-01","229085","N/A","1518810","545200","N/A","300","N/A","790694","13418","N/A","N/A","N/A","549","N/A","N/A"
"2025-09-02","230086","N/A","1548141","559600","58519","500","N/A","794232","10437","N/A","N/A","N/A","551","N/A","N/A"
"2025-09-03","230970","N/A","1573758","559600","N/A","500","N/A","798882","13420","N/A","N/A","N/A","551","N/A","N/A"
"2025-09-04","232008","N/A","1601591","559600","N/A","400","N/A","802025","8299","N/A","N/A","N/A","553","N/A","N/A"
"2025-09-05","233081","N/A","1620013","559600","N/A","600","N/A","802025","N/A","N/A","N/A","N/A","555","N/A","N/A"
"2025-09-06","233081","N/A","1620013","559600","N/A","500","N/A","815072","15490","N/A","N/A","N/A","556","N/A","N/A"
"2025-09-07","233081","N/A","1620013","559600","N/A","300","N/A","820456","9923","N/A","N/A","N/A","557","N/A","N/A"
"2025-09-08","7729","2056775","1620013","8640","52298","3400","472633","31126","63581","64","0","46167","9","N/A","127"
"2025-09-08","235424","N/A","1651919","559600","25780","400","N/A","822825","6446","N/A","N/A","N/A","557","N/A","N/A"
"2025-09-09","237122","N/A","1651919","559600","N/A","200","N/A","822825","N/A","N/A","N/A","N/A","558","N/A","N/A"
"2025-09-10","237969","N/A","1663650","559600","N/A","400","N/A","830662","12517","N/A","N/A","N/A","559","N/A","N/A"
"2025-09-11","238824","N/A","1665866","559600","N/A","400","N/A","830662","N/A","N/A","N/A","N/A","559","N/A","N/A"
"2025-09-13","240647","N/A","1682896","559600","N/A","400","N/A","836231","N/A","N/A","N/A","N/A","564","N/A","N/A"
"2025-09-14","241669","N/A","1691021","565500","12293","300","N/A","842353","9693","N/A","N/A","N/A","567","N/A","N/A"
"2025-09-15","6785","3484154","1691021","5162","18838","2500","410403","24220","44063","67","0","49486","8","N/A","86"
"2025-09-15","242423","N/A","1691021","565500","N/A","300","N/A","844946","7372","N/A","N/A","N/A","570","N/A","N/A"
"2025-09-16","242999","N/A","1691021","565500","N/A","400","N/A","844946","N/A","N/A","N/A","N/A","570","N/A","N/A"
"2025-09-17","243625","N/A","1724341","565500","N/A","100","N/A","849778","10080","N/A","N/A","N/A","572","N/A","N/A"
"2025-09-18","244378","N/A","1736570","565500","N/A","300","N/A","854341","9258","N/A","N/A","N/A","573","N/A","N/A"
"2025-09-19","245142","N/A","1746431","565500","N/A","400","N/A","854341","N/A","N/A","N/A","N/A","574","N/A","N/A"
"2025-09-20","246164","N/A","1746413","565500","N/A","400","N/A","865596","12222","N/A","N/A","N/A","574","N/A","N/A"
"2025-09-21","247430","N/A","1744142","568200","18287","500","N/A","865596","N/A","N/A","N/A","N/A","575","N/A","N/A"
"2025-09-22","5517","2777526","1744142","3052","17723","2200","445155","26304","43779","64","0","39805","10","N/A","92"
"2025-09-22","248534","N/A","1750418","568200","N/A","200","N/A","876470","28800","N/A","N/A","N/A","576","N/A","N/A"
"2025-09-23","249341","N/A","1752521","568200","N/A","400","N/A","876470","N/A","N/A","N/A","N/A","576","N/A","N/A"
"2025-09-24","250156","N/A","1762288","568200","N/A","100","N/A","883996","74041","N/A","N/A","N/A","578","N/A","N/A"
"2025-09-25","251121","N/A","1769606","568200","N/A","400","N/A","888815","17792","N/A","N/A","N/A","579","N/A","N/A"
"2025-09-26","252082","N/A","1773959","568200","N/A","600","N/A","888815","N/A","N/A","N/A","N/A","581","N/A","N/A"
"2025-09-27","253209","N/A","1772246","568200","N/A","400","N/A","900125","18576","N/A","N/A","N/A","582","N/A","N/A"
"2025-09-28","254511","N/A","1775243","571400","18441","300","N/A","905775","20970","N/A","N/A","N/A","585","N/A","N/A"
"2025-09-29","7045","2896980","1775243","3128","18419","2600","405950","34529","139209","60","0","51169","8","N/A","152"
"2025-09-29","255623","N/A","1776280","571400","N/A","400","N/A","908350","5634","N/A","N/A","N/A","586","N/A","N/A"
"2025-09-30","256489","N/A","1766965","571400","N/A","300","N/A","911376","4316","N/A","N/A","N/A","587","N/A","N/A"
"2025-10-01","257483","N/A","1771429","571400","N/A","400","N/A","915251","9535","N/A","N/A","N/A","588","N/A","N/A"
"2025-10-02","258497","N/A","1762539","571400","N/A","800","N/A","920010","20801","N/A","N/A","N/A","589","N/A","N/A"
"2025-10-03","261486","N/A","1766816","571400","N/A","800","N/A","920010","N/A","N/A","N/A","N/A","590","N/A","N/A"
"2025-10-04","264465","N/A","1775883","582300","9326","200","N/A","937882","35327","N/A","N/A","N/A","595","N/A","N/A"
"2025-10-05","267057","N/A","1792178","582300","N/A","3000","N/A","938591","6679","N/A","N/A","N/A","596","N/A","N/A"
"2025-10-06","11256","3056214","1792178","11358","11961","3200","524627","37757","96583","55","0","100648","13","N/A","469"
"2025-10-06","268616","N/A","1806844","582300","N/A","2000","N/A","942660","32907","N/A","N/A","N/A","596","N/A","N/A"
"2025-10-07","269799","N/A","1856850","582300","N/A","1000","N/A","947324","31664","N/A","N/A","N/A","596","N/A","N/A"
"2025-10-08","271084","N/A","1895235","586200","33751","1000","N/A","952756","36048","N/A","N/A","N/A","597","N/A","N/A"
"2025-10-09","272674","N/A","1938589","586200","N/A","1000","N/A","958827","27736","N/A","N/A","N/A","598","N/A","N/A"
"2025-10-10","274281","N/A","1959670","586200","N/A","1000","N/A","966049","16429","N/A","N/A","N/A","599","N/A","N/A"
"2025-10-11","275724","N/A","1981056","586200","N/A","N/A","N/A","975050","21387","N/A","N/A","N/A","601","N/A","N/A"
"2025-10-12","277217","N/A","2003782","586200","N/A","1000","N/A","980207","12548","N/A","N/A","N/A","602","N/A","N/A"
"2025-10-13","11259","3640529","2003782","5280","44517","9500","633635","37168","172850","56","0","64037","6","N/A","478"
"2025-10-13","278392","N/A","2022608","588500","17946","N/A","N/A","984100","13699","N/A","N/A","N/A","603","N/A","N/A"
"2025-10-14","279283","N/A","2037804","588500","N/A","1000","N/A","987609","6490","N/A","N/A","N/A","604","N/A","N/A"
"2025-10-15","280070","N/A","2041167","588500","N/A","N/A","N/A","993114","24750","N/A","N/A","N/A","606","N/A","N/A"
"2025-10-16","281003","N/A","2053883","588500","N/A","1000","N/A","995978","7850","N/A","N/A","N/A","607","N/A","N/A"
"2025-10-17","282063","N/A","2053699","588500","N/A","1000","N/A","1001505","12117","N/A","N/A","N/A","607","N/A","N/A"
"2025-10-18","283270","N/A","2056243","588500","N/A","1000","N/A","1006837","9267","N/A","N/A","N/A","610","N/A","N/A"
"2025-10-19","284404","N/A","2064573","588500","N/A","N/A","N/A","1012365","17193","N/A","N/A","N/A","611","N/A","N/A"
"2025-10-20","7546","3247917","2064573","2490","15010","4500","611110","31787","86721","74","0","43225","9","N/A","274"
"2025-10-20","285215","N/A","2067182","590700","10964","1000","N/A","1013670","2499","N/A","N/A","N/A","613","N/A","N/A"
"2025-10-21","285849","N/A","2077851","590700","N/A","N/A","N/A","1016612","4492","N/A","N/A","N/A","613","N/A","N/A"
"2025-10-22","286488","N/A","2078495","590700","N/A","N/A","N/A","1019730","12060","N/A","N/A","N/A","616","N/A","N/A"
"2025-10-23","287224","N/A","2073544","590700","N/A","1000","N/A","1022731","8859","N/A","N/A","N/A","616","N/A","N/A"
"2025-10-24","287948","N/A","2067200","590700","N/A","N/A","N/A","1027221","4950","N/A","N/A","N/A","617","N/A","N/A"
"2025-10-25","288763","N/A","2070636","590700","N/A","N/A","N/A","1030573","4972","N/A","N/A","N/A","619","N/A","N/A"
"2025-10-26","289600","N/A","2078776","590700","N/A","1000","N/A","1033241","6689","N/A","N/A","N/A","622","N/A","N/A"
